Sharpe (weekly),Sharpe (annualised),Expected max Sharpe under the null (weekly),Skewness,Kurtosis,Observations,Number of trials,Deflated Sharpe ratio,Market
0.10180868007249412,0.7341528325773727,0.0010284989111715287,-0.020369523911925678,4.363040387741043,905,5,0.9987104481687388,Taiwan (0050)
0.07997414682095949,0.5767017741489097,0.0002819920272088641,-0.3033844903118741,8.309325691155822,918,5,0.9911298832825818,United States (SPY)
0.0020928580986937988,0.01509181437422113,0.00043097924620318654,-0.45099382554776496,6.930554549185299,918,5,0.520058789167485,South Africa (STX40)
