Date,price
2009-01-02,20.344074249267578
2009-01-05,22.646472930908203
2009-01-06,22.63408851623535
2009-01-07,19.935579299926758
2009-01-08,18.66678237915039
2009-01-09,19.9417667388916
2009-01-12,21.161048889160156
2009-01-13,20.21409797668457
2009-01-14,21.520029067993164
2009-01-15,19.18667984008789
2009-01-16,18.567752838134766
2009-01-19,20.876346588134766
2009-01-20,20.325502395629883
2009-01-21,18.877222061157227
2009-02-02,20.449291229248047
2009-02-03,19.477575302124023
2009-02-04,19.613740921020508
2009-02-05,19.45281982421875
2009-02-06,19.92938995361328
2009-02-09,21.520029067993164
2009-02-10,21.650001525878906
2009-02-11,19.14335823059082
2009-02-12,21.421001434326172
2009-02-13,20.59783172607422
2009-02-16,21.99041175842285
2009-02-17,20.07793426513672
2009-02-18,18.70391845703125
2009-02-19,21.79854393005371
2009-02-20,21.253890991210938
2009-02-23,20.07793426513672
2009-02-24,21.297216415405273
2009-02-25,20.26361083984375
2009-02-26,20.30074691772461
2009-02-27,20.455474853515625
2009-03-02,19.762283325195312
2009-03-03,19.774656295776367
2009-03-04,20.269798278808594
2009-03-05,20.703044891357422
2009-03-06,22.29368782043457
2009-03-09,20.622587203979492
2009-03-10,20.721614837646484
2009-03-11,21.19818878173828
2009-03-12,21.074398040771484
2009-03-13,21.662382125854492
2009-03-16,21.99041175842285
2009-03-17,22.38652229309082
2009-03-18,22.343196868896484
2009-03-19,22.21941375732422
2009-03-20,21.922321319580078
2009-03-23,22.63408851623535
2009-03-24,23.147802352905273
2009-03-25,23.407745361328125
2009-03-26,23.5810489654541
2009-03-27,23.376802444458008
2009-03-30,22.460796356201172
2009-03-31,22.67741584777832
2009-04-02,23.87813377380371
2009-04-03,23.89051055908203
2009-04-06,24.008108139038086
2009-04-07,24.014293670654297
2009-04-08,23.35205078125
2009-04-09,24.311376571655273
2009-04-10,24.73843765258789
2009-04-13,24.8684139251709
2009-04-14,25.06647300720215
2009-04-15,24.91172981262207
2009-04-16,25.499713897705078
2009-04-17,24.682737350463867
2009-04-20,24.86222267150879
2009-04-21,25.239768981933594
2009-04-22,25.159313201904297
2009-04-23,25.041715621948242
2009-04-24,25.06647300720215
2009-04-27,24.459924697875977
2009-04-28,24.169023513793945
2009-04-29,24.385652542114258
2009-04-30,26.087696075439453
2009-05-04,27.913522720336914
2009-05-05,28.656232833862305
2009-05-06,28.71812629699707
2009-05-07,28.656232833862305
2009-05-08,28.365341186523438
2009-05-11,28.594343185424805
2009-05-12,27.604061126708984
2009-05-13,27.647384643554688
2009-05-14,27.016088485717773
2009-05-15,27.72785186767578
2009-05-18,27.888763427734375
2009-05-19,28.53244400024414
2009-05-20,28.656232833862305
2009-05-21,28.439613342285156
2009-05-22,28.33439064025879
2009-05-25,28.303447723388672
2009-05-26,28.222984313964844
2009-05-27,29.708410263061523
2009-06-01,29.535110473632812
2009-06-02,29.615564346313477
2009-06-03,29.57843780517578
2009-06-04,28.90380096435547
2009-06-05,28.854291915893555
2009-06-08,28.291067123413086
2009-06-09,27.511226654052734
2009-06-10,27.7587947845459
2009-06-11,28.00636863708496
2009-06-12,27.641193389892578
2009-06-15,26.638532638549805
2009-06-16,26.644731521606445
2009-06-17,26.5952091217041
2009-06-18,26.459047317504883
2009-06-19,26.76851463317871
2009-06-22,27.170812606811523
2009-06-23,26.52094078063965
2009-06-24,27.282222747802734
2009-06-25,27.591686248779297
2009-06-26,27.604061126708984
2009-06-29,27.406007766723633
2009-06-30,27.51740837097168
2009-07-01,28.130149841308594
2009-07-02,28.408676147460938
2009-07-03,28.346771240234375
2009-07-06,28.27869415283203
2009-07-07,28.58814811706543
2009-07-08,28.26012420654297
2009-07-09,28.78002166748047
2009-07-10,28.953319549560547
2009-07-13,28.037311553955078
2009-07-14,28.55720329284668
2009-07-15,29.12042808532715
2009-07-16,29.368000030517578
2009-07-17,29.627944946289062
2009-07-20,30.017868041992188
2009-07-21,29.95598030090332
2009-07-22,30.005489349365234
2009-07-23,30.024063110351562
2009-07-24,29.943599700927734
2009-07-27,30.222126007080078
2009-07-28,30.760583877563477
2009-07-29,30.54395866394043
2009-07-30,30.234498977661133
2009-07-31,30.33971405029297
2009-08-03,30.444929122924805
2009-08-04,30.110713958740234
2009-08-05,29.73934555053711
2009-08-06,29.795061111450195
2009-08-07,29.795061111450195
2009-08-10,29.869325637817383
2009-08-11,29.968360900878906
2009-08-12,29.863143920898438
2009-08-13,30.55014991760254
2009-08-14,30.711061477661133
2009-08-17,30.116891860961914
2009-08-18,29.72079086303711
2009-08-19,29.62175941467285
2009-08-20,29.460838317871094
2009-08-21,29.200883865356445
2009-08-24,30.141658782958984
2009-08-25,29.912654876708984
2009-08-26,29.708410263061523
2009-08-27,29.553682327270508
2009-08-28,29.95598030090332
2009-08-31,29.98692512512207
2009-09-01,31.070043563842773
2009-09-02,31.070043563842773
2009-09-03,31.224775314331055
2009-09-04,31.596126556396484
2009-09-07,32.060325622558594
2009-09-08,32.49357986450195
2009-09-09,32.21504211425781
2009-09-10,32.71019744873047
2009-09-11,32.49357986450195
2009-09-14,32.091270446777344
2009-09-15,32.46262741088867
2009-09-16,32.926822662353516
2009-09-17,32.89586639404297
2009-09-18,32.988712310791016
2009-09-21,32.89586639404297
2009-09-22,32.77208709716797
2009-09-23,32.61735916137695
2009-09-24,32.184112548828125
2009-09-25,32.40073776245117
2009-09-28,32.060325622558594
2009-09-29,32.71019744873047
2009-09-30,32.988712310791016
2009-10-01,33.20533752441406
2009-10-02,32.61735916137695
2009-10-05,32.58641815185547
2009-10-06,33.174381256103516
2009-10-07,33.360069274902344
2009-10-08,32.833984375
2009-10-09,33.019649505615234
2009-10-12,33.174381256103516
2009-10-13,33.23628234863281
2009-10-14,33.63857650756836
